	Question	Anatomy	Cause	Complication	Diagnosis	Information	Management	Manifestation	OtherEffect	PersonOrg	Prognosis	Susceptibility	Other	NotDisease
306	My father was diagnosed with cerebellar degeneration. He isn't on any medication and he feels terrible all the time. Is there anything out there that can help him such as medications or alternative therapies?	0	0	0	0	0	1	0	0	0	0	0	0	0
307	My father was diagnosed with dermatomyositis and has some long-lasting symptoms.  Is it possible that radiation exposure could be contributing to his condition?	0	1	0	0	0	0	0	0	0	0	0	0	0
308	My father was diagnosed with epidermoid carcinoma in his mouth. Is this curable?	0	0	0	0	0	1	0	0	0	0	0	0	0
309	My first child has the gene responsible for pyruvate kinase deficiency. Are there ways to monitor for this condition prenatally? Where can we access genetic testing for pyruvate kinase deficiency?	0	0	0	1	0	0	0	0	0	0	0	0	0
310	My first episode of Behcet's disease was pretty mild. Is my next episode likely to be the same or progress to a more aggressive event?	0	0	0	0	0	0	0	0	0	1	0	0	0
311	My foster child will be tested for Prader-Willi syndrome, but has a very high IQ. Is it possible for people with Prader-Willi to have high IQs?	0	0	0	0	0	0	0	1	0	0	0	0	0
312	My four-year-old daughter has been diagnosed with hypomyelination with atrophy of basal ganglia and cerebellum (H-ABC).  It is apparently quite rare and we would like information on this condition.	0	0	0	0	1	0	0	0	0	0	0	0	0
313	My friend has a relative who has asternia.  What are the symptoms of asternia?  What are the treatments for this condition?	0	0	0	0	0	1	1	0	0	0	0	0	0
314	My friend has been diagnosed with Boeck's sarcoidosis. What is it? What can be done and how does it work? What natural therapy can be used?	0	0	0	0	1	1	0	0	0	0	0	0	0
315	My friend has Best disease in his right eye. His vision in this eye is quite stable, although he sees a black spot wherever he focuses. Will his vision remain the same or it can it deteriorate? Is there any way to improve his vision? What are the chances of his left eye also developing Best disease?	0	0	0	0	0	1	0	1	0	1	0	0	0
316	My friend has hidradenitis suppurativa. Can you please help me find more information?	0	0	0	0	1	0	0	0	0	0	0	0	0
317	My friend is 48-years-old and has had hypertension for more than 15 years. Her potassium levels are always elevated and her doctors do not know why. Her serum creatinin is normal. Do you think she has pseudohypoaldosteronism type II?	0	0	0	1	0	0	0	0	0	0	0	0	0
318	My friend's 3-year-old daughter was just diagnosed with Rett Syndrome. A boy sibling was born last week, and he does not have Rett syndrome. Where can we find more information? How do you become part of a clinical trial?	0	0	0	0	1	0	0	0	1	0	0	0	0
319	My friends little boy is 3-years-old and has been diagnosed with Chiari malformation type 1. Could you tell me how it will affect his life? Is the outcome good or bad? He suffers from headaches at the moment.	0	0	0	0	0	0	0	0	0	1	0	0	0
320	My friend was diagnosed with chronic inflammatory demyelinating polyneuropathy several months ago. He has been treated with platelet transfusions and gabapentin without relief. Are there other options for treatment? What is the outlook for this condition?	0	0	0	0	0	1	0	0	0	1	0	0	0
321	My friend was recently diagnosed with Horner syndrome. I am trying to find information and resources regarding this topic.	0	0	0	0	1	0	0	0	0	0	0	0	0
322	My girlfriend has Best vitelliform macular dystrophy and I feel helpless because she tells me there is nothing anyone could do. Are there any clinical trials or research studies for this type of disease? Is there any treatment that can help? Also, can you go completely blind from this condition?	0	0	0	0	1	1	0	1	0	0	0	0	0
323	My girlfriend has this disease. Can you please provide some basic information on this disease including treatment and possible outcomes? How long does it take for eye sight to deteriorate?	0	0	0	0	1	1	0	0	0	1	0	0	0
324	My girlfriend's grandmother has Myotonic dystrophy type 1.  Fortunately neither my girlfriend's mother nor father is affected, but this disease is quite common in her mother's family.  I want to know the probability that either my girlfriend or our children could get this disease.	0	0	0	0	0	0	0	0	0	0	1	0	0
325	My girlfriend's maternal aunt has vitiligo. What are the chances for our children to have vitiligo?	0	0	0	0	0	0	0	0	0	0	1	0	0
326	My girlfriend's physicians think that she may have Susac syndrome. Can you provide us with some more information about this disease, particularly how it is treated and what we might expect in terms of prognosis?	0	0	0	0	1	1	0	0	0	1	0	0	0
327	My granddaughter had familial hemophagocytic lymphohistiocytosis when she was 8 months old. Can her brothers also develop this disease? I have noticed that both of the boys have had skin problems but the older one, now 13, has developed asthma and unexplained headaches. My granddaughter received a BMT from the 2nd born who is now 11 years old. Is there any testing we can have done to check the boys for the presence or absence of the disease?	0	0	0	1	0	0	0	0	0	0	1	0	0
328	My granddaughter has been diagnosed with pyruvate kinase deficiency. I have many questions about this condition, including how many people may be affected and if it is more common in any particular population. Any information you could provide would be helpful.	0	0	0	0	1	0	0	0	0	0	1	0	0
329	My granddaughter has just been diagnosed with glycine encephalopathy. She is 3 months old. All the articles we have read are very complicated. What is glycine encephalopathy about? What treatment is there and what are her survival chances?	0	0	0	0	1	1	0	0	0	1	0	0	0
330	My granddaughter is 6-months-old and has microcephaly. The geneticist said there is a slight possibility she has COFS syndrome. Can you please give us more information?	0	0	0	0	1	0	0	0	0	0	0	0	0
331	My granddaughter was diagnosed from a genetic blood test with Noonan syndrome, and has a mutation in the SOS1 gene. She is only 3 months old and has already had 3 operations due to stridor. She also has a heart murmur and pulmonary stenosis. She is not eating and has had to have a feeding tube. My daughter and son-in-law need help in knowing what is best to do for her.	0	0	0	0	0	1	0	0	0	0	0	0	0
332	My granddaughter was recently diagnosed with arachnoid cysts. Can you provide me with information about this condition? Is it genetic?	0	0	0	0	1	0	0	0	0	0	1	0	0
333	My grandfather just recently found out he has polycystic kidney disease, and I am curious to know if I have it also. I am 20 years old and have experienced some symptoms. What is the best way to go about testing for this condition? What kinds of tests do they run?	0	0	0	1	0	0	0	0	0	0	0	0	0
334	My grandmother on my dad's side has two copies of the factor V Leiden gene mutation. I have one copy. Do I need to go and see a hematologist to get on blood thinners, or is there really nothing that they would do since I only have the one copy? Also, if I have one copy does that mean that my father has two copies of it or could he possibly have only the one copy as well?	0	0	0	0	0	1	0	0	0	0	1	0	0
335	My grandson has been diagnosed with hereditary fructose intolerance. The family has not been able to see a dietician, and they are having a hard time finding good recipes. Please give me some info so I can help them.	0	0	0	0	1	0	0	0	0	0	0	0	0
336	My grandson has been diagnosed with LEOPARD syndrome. We have just noticed that his eyes are beginning to cross. Is this a sign also?	0	0	0	0	0	0	1	0	0	0	0	0	0
337	My grandson has Joubert syndrome, autism, and ADHD.  Is autism related to Joubert syndrome?	0	0	0	0	0	0	0	1	0	0	0	0	0
338	My grandson has Lenz microphthalmia syndrome. Is there any information in the medical literaure, research studies, or clinical trials regarding the effectiveness of expansion thoracostomy (VEPTR) for treatment of children with this syndrome?	0	0	0	0	0	1	0	0	0	0	0	0	0
339	My grandson has the condition. I want to know if there is medication that will result in a normal stature.	0	0	0	0	0	1	0	0	0	0	0	0	0
340	My grandson was diagnosed with IVA at birth. He seems to be quite healthy. He's 8 years old, very active and grades are great at school. His diet is mostly potatoes and fruit. He will not eat meat or poultry, but on some occasions. Will this condition be with him throughout his life, or is it possible that it will clear up?	0	0	0	0	0	0	0	0	0	1	0	0	0
341	My grandson was recently diagnosed with hemimegalencephaly.  He's currently on-track developmentally.  Are there degrees of severity with this condition?  Where can we find the best information or an expert we could talk to?	0	0	0	0	1	0	0	0	1	0	0	0	0
342	My husband and I are adopting a 7 year old boy who has been diagnosed with Hanhart syndrome. We need help. Is there anybody who could give us information and guidance about this condition?	0	0	0	0	1	0	0	0	1	0	0	0	0
343	My husband and son have been diagnosed with stiff person syndrome. I am concerned about my other son and my grandson. Is there genetic testing for stiff person syndrome?	0	0	0	1	0	0	0	0	0	0	0	0	0
344	My husband had a bleed 20 yrs ago and has multiple cerebral cavernous malformations (CCM). My son had a bleed and was also diagnosed with multiple CCMs.  Does our family need genetic testing?	0	0	0	1	0	0	0	0	0	0	0	0	0
345	My husband had a mole on his leg and a biopsy confirmed that it is a dermatofibrosarcoma protuberans.  Is this very harmful like other cancers?  Is there any chance it could spread to other parts of the body?  What is the chance for recurrence?  What are the available treatments?  Are there precautions to take to avoid recurrence?	0	0	0	0	0	1	0	0	0	1	0	0	0
346	My husband had dermatofibrosarcoma protuberans on his thigh.  Will it spread to other parts of the body by the lymph?  If it spreads, what are the symptoms?  Can dermatofibrosarcoma affect heart, lungs, liver, kidney or other internal organs?  If so, what are the symptoms?  Can any symptoms be found during a complete body checkup before it spreads?	1	0	0	1	0	0	1	0	0	1	0	0	0
347	My husband had Lambert Eaton myasthenic syndrome. Are our two children at risk to develop this condition?	0	0	0	0	0	0	0	0	0	0	1	0	0
348	My husband had surgery for a hemangioblastoma, but his doctors are clueless about what to do next. Should he have genetic testing?	0	0	0	1	0	0	0	0	0	0	0	0	0
349	My husband has a family history of oculopharyngeal muscular dystrophy. I am worried that he may be affected. Can the symptoms of this condition occur at earlier ages in susequent generations? Could this condition affect sperm mobility? What are the chances that a child we have together could be affected?	0	0	0	0	0	0	1	1	0	0	1	0	0
350	My husband has a ganglioglioma, which he has battled for five years.  It seems like all the drugs or surgeries make it grow.  Is there anything you can tell me, such as what caused it or why is it growing so quickly?  I know a lot of people don't have it, but there have to be some answers.  Is any research being done on this condition?	0	1	0	0	1	0	0	1	0	0	0	0	0
351	My husband has Alagille syndrome which affects his liver, kidneys, back and blood pressure. He recently developed joint problems in both knees. Is this related to Alagille syndrome? What is the outlook for people with Allagille syndrome?	0	0	0	0	0	0	0	1	0	1	0	0	0
352	My husband has been diagnosed with acute posterior multifocal placoid pigment epitheliopathy. Is the vision loss associated with this condition permanent?	0	0	0	0	0	0	0	0	0	1	0	0	0
353	My husband has been diagnosed with gray zone lymphoma.  What are the treatment options for this condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
354	My husband has been diagnosed with type 2 myotonic dystrophy. We have two daughters who will be tested. Where can we learn more about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
355	My husband has been diagnosed with Wegener's granulomatosis. How might this condition be treated? How can I learn about research involving this condition?	0	0	0	0	1	1	0	0	0	0	0	0	0
356	My husband has Ehlers Danlos syndrome hypermobility type. He has severe syncope and very low blood pressure. What heart conditions are associated with Ehlers Danlos syndrome hypermobility type? Do people with Ehlers Danlos syndrome hypermobility type have a shortened life expectancy?	0	0	0	0	0	0	0	1	0	1	0	0	0
357	My husband has factor V Leiden. How could he have this when nobody else in his family has it including his parents? Is this disorder always passed down or can it skip a generation? What is the chance that our kids will have it?	0	1	0	0	0	0	0	0	0	0	1	0	0
358	My husband has had osteochondritis dissecans for a number of years and has undergone multiple surgeries.  His condition is causing him more pain and disability than ever. He can hardly walk without assistance. He's been recommended knee replacements, but our insurance won't cover this surgery. Is there any advice that you can give me?  I'm not sure how I can help him.	0	0	0	0	0	0	0	0	0	0	0	1	0
359	My husband has Klinefelter syndrome. I have read a lot of things about this syndrome, but I want to know more about the future. He is 33-years-old, and he didn't take any medication for Klinefelter syndrome in the past. What is the chance of him becoming a father?	0	0	0	0	0	0	0	1	0	1	0	0	0
360	My husband has Lambert-Eaton myasthenic syndrome.  We read somewhere that this condition may be caused by an anesthetic.  I'm now unable to locate that information.  Is that true?  If so, what anesthetic?	0	1	0	0	0	0	0	0	0	0	0	0	0
361	My husband has prurigo nodularis (PN). No one knows how to treat the condition. Is there treatment for this skin disease? Is research being conducted to learn more about possible treatment options for prurigo nodularis?	0	0	0	0	0	1	0	0	0	0	0	0	0
362	My husband has sclerosing mesenteritis. Is this disease dangerous?	0	0	0	0	0	0	0	0	0	1	0	0	0
363	My husband has situs inversus. Is the brain turned around or otherwise affected in individuals with this condition?	0	0	0	0	0	0	0	1	0	0	0	0	0
364	My husband is 38-years-old, and we just found out he has fibromuscular dysplasia (FMD). He had a stroke 6 months ago. My question is, how long before he has another stroke? Can this take his life?	0	0	0	0	0	0	0	0	0	1	0	0	0
365	My husband is a carrier of glutamic acidemia type I. I am not a carrier. Are our children at risk to develop this condition? Are all individuals with glutaric acidemia identified in infancy? Where can I access genetic testing for glutaminc acidemia type I?	0	0	0	1	0	0	0	0	1	0	1	0	0
366	My husband, now 44 years of age, was diagnosed with alkaptonuria 10 years ago. Until recently, he experienced discoloration of the urine, occasional stiff joints, and rupture of tendons. Now he is having breathing problems and stomach issues. Are these symptoms related to alkaptonuria? Are there any treatments for this condition? Are there dietary guidelines for individuals with alkaptonuria?	0	0	0	0	0	1	1	0	0	0	0	0	0
367	My husband passed away rather suddenly from APL in 2009. I was reading that the translocation occurs after conception. I have two young boys and although I know it is not inherited, I would like to know if there is a way to test if the translocation has occurred.	0	0	0	1	0	0	0	0	0	0	0	0	0
368	My husband's brother just found out he has ARVC. My husband plans to have genetic testing. If my husband does not carry the gene, are my children still at risk for developing this condition? Also, if you have the gene will it be manifested as ARVC or do you just have the possibility of it developing?	0	0	0	0	0	0	0	0	0	0	1	0	0
369	My husband's grandmother had three children. Two of her sons with Wiskott Aldrich syndrome (WAS) died at ages 7 and 3. My husband's father did not have it, and he had 3 boys. My husband and I are expecting. Is there a chance our child will have WAS?	0	0	0	0	0	0	0	0	0	0	1	0	0
370	My husband's sister's son has a form of ectodermal dysplasia (problems with the skin, hair, sweat glands and teeth). No one else in my husband's family is affected. My husband and I don't have children yet. Is it possible that my husband is a carrier or that my future children could have the condition or be carriers? I'm very confused and worried.	0	0	0	0	0	0	0	0	0	0	1	0	0
371	My husband was diagnosed in 1998 with VIPoma. He uses octreotide to help control the symptoms. Is there any other known treatment (other than surgery) for this rare cancer?	0	0	0	0	0	1	0	0	0	0	0	0	0
372	My husband was diagnosed with Felty's syndrome and died a few months later. Is Felty's syndrome inherited? I am concerned that my son is at risk for having the condition.	0	0	0	0	0	0	0	0	0	0	1	0	0
373	My husband was diagnosed with multiple sclerosis (MS) in 1999, and now with a second opinion he was diagnosed with possible primary lateral sclerosis (PLS). How does MS differ from PLS? How are MS and PLS diagnosed?	0	0	0	1	0	0	0	0	0	0	0	1	0
374	My husband was diagnosed with sinonasal undifferentiated carcinoma (SNUC).  We know very little about it. The cancer has metastasized to his lymph nodes and liver.  It started with a very large tumor that grew up from the sinuses and pressed against his frontal lobe. He has had surgery and is now receiving chemotherapy.  Any information you have about this cancer, any current therapies, or research trials could be helpful.	0	0	0	0	1	1	0	0	0	0	0	0	0
375	My identical twin sister has been diagnosed with progressive supranuclear palsy (PSP).  As it seems this disease may have a genetic cause, what is the chance that I would also develop PSP?  And within what timeframe?	0	0	0	0	0	0	0	0	0	1	1	0	0
376	My infant daughter passed away in the 1980s due to complications associated with autosomal recessive polycystic kidney disease.  Is there a cure for the disease?  What treatment options are available?	0	0	0	0	0	1	0	0	0	0	0	0	0
377	My infant nephew has been diagnosed with epidermolysis bullosa simplex, Koebner type. We were told that this is a genetic condition, even though no other members of our family are affected. We live in Spain and have not received much information. How is epidermolysis bullosa inherited? Can it be treated? How can we learn about research that may be occurring throughout the world?	0	0	0	0	1	1	0	0	0	0	1	0	0
378	My infant son has 5 cafe au lait spots on his trunk and left leg. He was adopted, so I don't know about family history. Is there a genetic test which can help to rule-out neurofibromatosis?	0	0	0	1	0	0	0	0	0	0	0	0	0
379	My little baby has Krabbe leukodystrophy. Here in Italy, doctors give us no chance. Can you help us?	0	0	0	0	0	0	0	0	0	1	0	0	0
380	My mom has been diagnosed with a Klatskin tumor. They tried to remove it but were unable to do so. What symptoms might develop as her condition progresses? Her eyesight has become blurred. Could this be related to her condition?	0	0	0	0	0	0	1	1	0	0	0	0	0
381	My mom has had cerebellar degeneration for several years, yet I still know very little about it. Can you provide me with some information?	0	0	0	0	1	0	0	0	0	0	0	0	0
382	My mom is dying from this very painful and agonizing disease. She lost both of her legs 4 years ago due to the disease and it has now progressed to her hands, and it's looking as though it's now going to take her hands from her. The pain she bears is very difficult to endure. Is there anything that could help her?	0	0	0	0	0	1	0	0	0	0	0	0	0
383	My mom passed away with MMT Uterine Cancer. The doctors tell me its very rare. I'm still unsure and wanted to know more about this cancer and if it is genetic.	0	1	0	0	1	0	0	0	0	0	0	0	0
384	My mother and her identical twin sister have CADASIL. While some of my cousins have the condition, I do not. Am I at risk to inherit this condition?	0	0	0	0	0	0	0	0	0	0	1	0	0
385	My mother had a baby with anencephaly. Does this increase the chances for me to have a baby with this condition?	0	0	0	0	0	0	0	0	0	0	1	0	0
386	My mother had a tumor removed from her back. They diagnosed the tumor as a dermatofibrosarcoma protuberans. They don't think they got it all. How quickly will this tumor regrow. Will my mother have to have another surgery. She is in her 80's and does not want to undergo a second surgery.	0	0	0	0	0	1	0	0	0	1	0	0	0
387	My mother had HELLP syndrome. Is this condition genetic? Am I at high risk of getting HELLP syndrome when I get pregnant?	0	0	0	0	0	0	0	0	0	0	1	0	0
388	My mother has been diagnosed with dermatomyositis. She has not responded to the treatments she has received. Can you provide information about the symptoms, treatment, and prognosis for this condition?	0	0	0	0	0	1	1	0	0	1	0	0	0
389	My mother has been diagnosed with gamma heavy chain disease. How can this disease be treated? Several members of my family have autoimmune diseases like those that may be associated with gamma heavy chain disease. Can this condition be prevented?	0	0	0	0	0	1	0	0	0	0	0	0	0
390	My mother has had 2 to 3 episodes of transient global amnesia (TGA) in the last 8 months. How often does a person have repeated episodes of TGA? What can we do to make them stop?	0	0	0	0	0	1	0	0	0	1	0	0	0
391	My mother has had epidermolysis bullosa for many years. She recently underwent total knee replacement surgery and another surgery to flush out a staph infection and has had wound healing problems, including pus, redness and fever. We are concerned about complications from infection and wanted to know if there is any research related to wound healing in patients with epidermolysis bullosa. Where can we read more information about treatment? How can we find a physician who is knowledgeable about this condition?	0	0	1	0	0	1	0	0	1	0	0	0	0
392	My mother has polymyositis. How might this condition be treated?	0	0	0	0	0	1	0	0	0	0	0	0	0
393	My mother has recently been diagnosed with Carney Complex/Cushings syndrome. Where can we find more information and a place where she can receive emotional support?  A lot of the physicians involved in her care are unfamiliar with this condition.	0	0	0	0	1	0	0	0	1	0	0	0	0
394	My mother has recently been diagnosed with this disease. Her first symptoms became apparent about 2.5 years ago when she developed weakness in one foot. She currently has little movement in her legs, and her hands, arms, speech and breathing are affected. What is the prognosis and life expectancy for this condition and what can we expect from here?	0	0	0	0	0	0	0	0	0	1	0	0	0
395	My mother has spasmodic dysphonia and I believe that I may have it too. How is this condition diagnosed? Is genetic testing available for this condition?	0	0	0	1	0	0	0	0	0	0	0	0	0
396	My mother has spastic paraplegia. She was diagnosed about five years ago at the Mayo Clinic. She has the complicated form of the disorder because she is confined to a wheelchair and her mind has slowed down. Also, her brother also had this disorder. I know that I have a 50% chance of inheriting this disorder. Since my family members' cases are so severe, does this mean mine probably would be as well? Also, what research is being done to work towards a cure for this?	0	0	0	0	0	1	0	0	0	0	1	0	0
397	My mother-in-law died from Goodpasture syndrome. Is my husband at an increased risk for developing this syndrome in the future?	0	0	0	0	0	0	0	0	0	0	1	0	0
398	My mother-in-law has been diagnosed with Gardner syndrome. How is this syndrome inherited? Is there a genetic test to find out if my wife, and eventually our children, are affected with Gardner syndrome?	0	0	0	1	0	0	0	0	0	0	1	0	0
399	My mother-in-law was recently diagnosed with Camurati-Engelmann disease. Can you provide me with information about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
400	My mother is almost blind. Her diagnosis is Bardet-Biedl syndrome. She has no other symptoms besides being almost blind. Is there any cure or treatment for Bardet-Biedl syndrome anywhere in the world? Thank you very much.	0	0	0	0	0	1	0	0	0	0	0	0	0
401	My mother is Brazilian and she has Chagas Disease. I would like to know if it is genetic and the chance that I or my children may have it.	0	0	0	0	0	0	0	0	0	0	1	0	0
402	My mother is suffering from systemic mastocytosis. What types of treatment are available for this condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
403	My mother, sister, and niece have been diagnosed with HNPCC, and I am told it is very likely that I also have HNPCC. I can not find a lot of information on this condition, can you help? What kind of doctor do I need to see? What kind of screening for cancer should I have done?	0	0	0	1	1	0	0	0	1	0	0	0	0
404	My mother was diagnosed with Guillain-Barre syndrome after having a flu shot in 2001.  Does this make me more at risk of developing Guillain-Barre syndrome if I have a flu shot?	0	1	0	0	0	0	0	0	0	0	0	0	0
405	My mother was diagnosed with pseudoxanthoma elasticum, but no one in the previous three generations of my father's family have been diagnosed with this condition.  Now I have a baby who seems to have lumps which look like pseudoxanthoma elasticum on his neck, but no one in the previous three generations of my husband's family have been diagnosed with this condition.  My questions are:1. How can I know whether or not my husband or I are unaffected carriers?  What type of blood test do I need to have?2. Several websites say that pseudoxanthoma elasticum is untreatable.  Is that true? Can the progression of this condition be slowed down or managed?3.  My baby was only 3-4 months old when I saw the yellow lumps on his neck, but I read that the average age for the onset of symptoms is in the teens.  Is it possible for a baby to show symptoms?	0	0	0	1	0	1	1	0	0	0	0	0	0
406	My nephew and niece, ages 4 and 1, have been diagnosed with Bloom syndrome very recently. We, as a family, are passing through a lot of stress and would be highly obliged if you could let us know if there is any treatment or gene therapy which can be offered now or in the near future. Any help or leads would be highly appreciated.	0	0	0	0	0	1	0	0	0	0	0	0	0
407	My nephew has been diagnosed with Beals syndrome (also known as congenital contractural arachnodactyly). Can you provide me with information?	0	0	0	0	1	0	0	0	0	0	0	0	0
408	My nephew has been diagnosed with Budd-Chiari syndrome. What is the treatment for this condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
409	My nephew has been diagnosed with Jarcho-Levin syndrome. Do you have information on this condition that I could share with my family?	0	0	0	0	1	0	0	0	0	0	0	0	0
410	My nephew has been diagnosed with septo-optic dysplasia. My family is looking for information. Can this condition be cured? Are there any foundations that give support to families that are dealing with this illness. Are there any clinical studies being conducted for septo-optic dysplasia?	0	0	0	0	1	1	0	0	1	0	0	0	0
411	My nephew has just been diagnosed with Alpers syndrome. The family is devastated. Is there a treatment or cure?	0	0	0	0	0	1	0	0	0	0	0	0	0
412	My nephew was born with a cleft lip and lip pits but tested negative for van der Woude syndrome. Neither parent has cleft lip, lip pits, or a family history of either. Is it possible that this genetic test is incorrect?	0	0	0	1	0	0	0	0	0	0	0	0	0
413	My nephew was diagnosed with hypophosphatemic rickets. He is on calcitriol but is not responding. What causes this, and is there any treatment?	0	1	0	0	0	1	0	0	0	0	0	0	0
414	My nephew was diagnosed with Nance-Horan syndrome. He was born with cataracts, supernumerary teeth, and facial dysmorphism. He doesn't have intellectual disabilities. My sister is the carrier and she has some of the characteristics; but much less severe than her son. No other family members have features of the syndrome. Is it possible that the genetic defect started with her? And what are the chances of my sister having a child without the defect? Is it possible to be a carrier and not show any outward signs of the syndrome?	0	0	0	0	0	0	1	0	0	0	1	0	0
415	My nephew was diagnosed with windblown hand. How is this condition treated? How can I find general information?	0	0	0	0	1	1	0	0	0	0	0	0	0
416	My newborn baby was diagnosed with galactosemia. Please tell me what I should do.	0	0	0	0	0	1	0	0	0	0	0	0	0
417	My niece has 2q37 deletion syndrome. I was wondering what causes it and if it can be a hidden trait.	0	1	0	0	0	0	0	1	0	0	0	0	0
418	My niece has been diagnosed with autosomal dominant craniometaphyseal dysplasia. Can you provide information regarding treatment and research ?	0	0	0	0	1	1	0	0	0	0	0	0	0
419	My niece has been diagnosed with Wiedemann-Rautenstrauch syndrome and I was wondering what is known about the syndrome.	0	0	0	0	1	0	0	0	0	0	0	0	0
420	My niece was diagnosed with this syndrome. Could you put me in touch with other families who have experience with this syndrome? From the information we found online, I believe that those children are mentally disabled. Could you please confirm that this is true and that ALL the kids with this syndrome will be mentally disabled?	0	0	0	0	0	0	0	1	1	0	0	0	0
421	My one year old daughter has been diagnosed with fibrous dysplasia (FD). FD has been found on her left leg in both her tibia and fibula bones. Is there any cure for this condition?	0	0	0	0	0	1	0	0	0	0	0	0	0
422	My one year-old daughter was admitted in the hospital because of breathing problems. Her ph level was 6.7 and she was unconscious for eight days. During those days there were many problems. Her doctor said that she had SCOT deficiency OR carnitine palmitoyl transferase 1 deficiency. Now she is normal. Will this happen again?	0	0	0	0	0	0	0	0	0	1	0	0	0
423	My parter and I are both AS (sickle cell carriers) and we intend to get married. How can we avert giving birth to a SS child? How early can the amniocentesis test be conducted during pregnancy? With the IVF method can the genotype be detected before the woman gets pregnant?	0	0	0	1	0	1	0	0	0	0	0	0	0
424	My partner and I both have sickle cell trait and are planning to have a baby. During the pregnancy, are there any tests that could tell us whether the baby will have sickle cell anemia?  Is there a way to make sure that we do not have a child with the condition?	0	0	0	1	0	1	0	0	0	0	0	0	0
425	My partner and I have both been diagnosed with beta-thalassemia minor. What is the likelihood of having a child without beta-thalassemia?	0	0	0	0	0	0	0	0	0	0	1	0	0
426	My partner has been diagnosed with Eales disease. How might this condition be treated?	0	0	0	0	0	1	0	0	0	0	0	0	0
427	My partner is a carrier for Simpson-Golabi-Behmel syndrome and her son was diagnosed with this rare condition. Is there information regarding prognosis or life expectancy for individuals with this syndrome? What are the potential long term effects on cardiac function? Could any heart abnormalities be corrected? How does the genetic mutation cause this condition, and should we expect other body areas to be affected? Also, my partner gets supraventricular tachycardia including atrial fibrillation. Can carriers of SGBS manifest some signs or symptoms of the condition? Can any type of procedure or intervention help my partner's heart issues?	0	1	0	0	0	1	1	0	0	1	0	0	0
428	My physician believes that I may have fibromyalgia. Can you provide me with information about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
429	My physician recently mentioned that I may be at risk for Cowden syndrome. What can you tell me about this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
430	My question is in regards to a student who was diagnosed with this condition who is experiencing behavior problems. Is this common for this syndrome, and what recommendations do you suggest if behavioral problems do persist?	0	0	0	0	0	1	0	1	0	0	0	0	0
431	My second daughter, age one year, is affected by Trisomy 21 (Down syndrome). The doctors here say that there is no cure for Down syndrome. Can't the extra chromosome be delinked from other cells? Can't the extra chromosome be deactivated? Please help us, if there is any cure for Down syndrome.	0	0	0	0	0	1	0	0	0	0	0	0	0
432	My sister and I have neurofibromas and dermal eccrine cylindromas. Do you have ANY information on these tumors or know where I can get more information?	0	0	0	0	1	0	0	0	0	0	0	0	0
433	My sister died of a massive stroke caused by an AVM in her early 60's. Since we had the same parents, what are the chances that I may have this condition?  I am experiencing numbness in both arms at night. The numbness wakes me several times a night. Are there any possible connections?	0	0	0	0	0	0	0	1	0	0	1	0	0
434	My sister has achondroplasia. There are no other cases in the family. My husband's family does not have a history of achondroplasia.  What are the chances of my future children having achondroplasia?	0	0	0	0	0	0	0	0	0	0	1	0	0
435	My sister has Arnold Chiari malformation (ACM) and I feel like that might be what's going on with me!  Is ACM so rare two sisters couldn't possible have the same conditions?	0	0	0	0	0	0	0	0	0	0	1	0	0
436	My sister has been diagnosed with acanthocytosis.  What is this condition?	0	0	0	0	1	0	0	0	0	0	0	0	0
437	My sister has been diagnosed with myotonic dystrophy and suffers from severe muscle weakness, heart disorders and cataracts. What treatment is available for this condition? Is there research being conducted?	0	0	0	0	0	1	0	0	0	0	0	0	0
438	My sister has Darier disease. Is this condition genetic? Are my children at risk to develop this condition? If so, what can be done to help prevent a flare-up?	0	0	0	0	0	1	0	0	0	0	1	0	0
439	My sister has Friedreich's ataxia.  I am looking for ways to make her life easier. Can you tell me where I can find out about wheelchairs, exercises, and bathroom accomodations? I would also like to connect with people who can help me.	0	0	0	0	0	1	0	0	1	0	0	0	0
440	My sister has had vulvar leukoplakia for 12 years. The problem remains stable. The infection area does not expand and is difficult to recognize, as it is only 1 cm. Sometimes the area is itching. Could you let us know about treatment methods for this disease? Is surgery needed? Is the disease getting serious?	0	0	0	0	0	1	0	0	0	1	0	0	0
441	My sister has retinitis pigmentosa. Can this condition be cured?	0	0	0	0	0	1	0	0	0	0	0	0	0
442	My sister has two children that have been diagnosed with Wolf-Hirschhorn Syndrome. How common is it for a person to have more than one child with the syndrome? I am interested in getting a genetic test to see if I am a carrier. Will the test be covered by my insurance?  How much do they generally cost?	0	0	0	0	0	0	0	0	0	0	1	1	0
443	My sister has Williams syndrome and I am concerned about my chances to have a child with this condition. Is Williams syndrome inherited? Are there any ways to prevent Williams syndrome?	0	0	0	0	0	1	0	0	0	0	1	0	0
444	My sister-in-law was diagnosed with Susac syndrome last year.  She is currently receiving chemotherapy and IVIG treatments.  Are there any other forms of treatment available?	0	0	0	0	0	1	0	0	0	0	0	0	0
