	id	qid1	qid2	question1	question2	is_duplicate
5551	2370	2370	2370	When you do a temporal artery biopsy, how long a segment should you get, and should you do both sides right off the bat?	When you do a temporal artery biopsy, how long a segment should you get?	1
5552	751	751	751	This child has been having frequent Group A streptococcal infections.  What is the efficacy of culturing everyone in the family and how should you manage this situation?	Is melatonin good for anything?  What is the dose?	0
5553	3883	3883	3883	"What should you do if you get back ""disordered proliferative endometrium"" on an endometrial biopsy in a postmenopausal woman on hormone replacement therapy having abnormal uterine bleeding?"	Can testes not being in the scrotum come from just being tense?	0
5554	5977	5977	5977	15-month-old male had been cruising and just started walking.  He has an unusual gait (the physician demonstrated it for me, the investigator).  He walks normally with one foot but there is no swing-through phase of gait with the other, the other just stops when it is across from his planted leg (like a half-step).  Is that from walking around furniture for so long?  I wasn't sure.	What is a good steroid eye drop?	0
5555	2531	2531	2531	What are the criteria for Briquet's syndrome?	Is the most common organism causing the syndrome of otitis media and conjunctivitis Haemophilus?	0
5556	1623	1623	1623	Will the birth of twins at 37 weeks mean she will deliver earlier this time even though she now has a singleton?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
5557	7889	7889	7889	What are the possible causes of this child's leg pain and limp?	What are the possible causes of this child's leg pain?	1
5558	4175	4175	4175	How do you dose heparin for a known or suspected pulmonary embolus or deep-vein thrombosis (DVT)?	What is in Ortho Novum 1/35?	0
5559	2631	2631	2631	What are the mnemonics to help remember what to ask about in depression?	What are the mnemonics to help remember what to ask about in depression?	1
5560	3912	3912	3912	What should you do if a newborn baby fails to void within the first 24 hours?	Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum)	0
5561	4019	4019	4019	What are the American Academy of Pediatrics guidelines about early discharge of healthy newborns especially as related to hyperbilirubinemia?	What are the American Academy of Pediatrics guidelines about early discharge of healthy newborns?	1
5562	5336	5336	5336	What are some tricks and things to remember when doing flexible sigmoidoscopies?	What are some tricks and things to remember when doing flexible sigmoidoscopies?	1
5563	5335	5335	5335	How do you dose Glucophage XR (extended-release metformin)?	Let's give these immunizations.  That's right isn't it?	0
5564	1529	1529	1529	How long will a Monospot test stay positive?  This is an 18-year-old girl who had infectious mononucleosis a year ago with a sedimentation rate of approximately 50, now has a positive Monospot and sore throat and sedimentation rate of approximately 10.	Is it worth using hormone replacement therapy in this woman with spotting who will need endometrial biopsy?	0
5565	8011	8011	8011	What should I know about twin-twin transfusion?	What should I know about twin-twin transfusion?	1
5566	2177	2177	2177	What do you do if you treat a pneumonia and it doesn't get better?	Is Aeromonas caviae pathogenic?	0
5567	4227	4227	4227	What is a normal white count and band count for a newborn?	Is there a better way to introduce the subject of sexually transmitted disease?	0
5568	2541	2541	2541	Could phenol or xylene cause neurologic disease such as weakness on one side?	Could phenol or xylene cause neurologic disease such as weakness on one side?	1
5569	1023	1023	1023	Do pilar cysts (sebaceous scalp cysts) ever turn hard (usually they're soft)?	How should I treat polymenorrhea in a 14-year-old girl?	0
5570	125	125	125	Two months ago I saw a patient and all her aunts (5 or 6 of them) had ovarian cancer.  The question is, is there a study going on someplace I should refer her to?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
5571	754	754	754	What is the usual cut-off age for colic?	What is the usual cut-off age for colic?	1
5572	7956	7956	7956	What are the criteria for a head computerized tomogram?	What are the criteria for a head computerized tomogram?	1
5573	1191	1191	1191	An adult diabetic with a fever for 4 days.  I don't know what's causing the fever.  I don't know if it's just viral or what.	Patient had carcinoid removed. What urine test should be done to follow up?	0
5574	2439	2439	2439	What causes a high ferritin with normal iron and TIBC (total iron binding capacity)?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
5575	4951	4951	4951	Should I be using adapalene (Differin) instead of Retin-A for acne?  What is the place of adapalene in treatment of acne?	How do you inject the bicipital tendon?	0
5576	3246	3246	3246	Is clindamycin just as likely to cause pseudomembranous colitis in children as it is in adults?	How should I treat polymenorrhea in a 14-year-old girl?	0
5577	4911	4911	4911	What are the clinical features of Wernicke's encephalopathy and Korsakoff's psychosis?	What are the clinical features of Wernicke's encephalopathy and Korsakoff's psychosis?	1
5578	7366	7366	7366	"Why did the nurse circle the head circumference?  ""Is 48 centimeters big for a kids head?""  This was a 3-year, 7 1/2-month-old girl."	How do you inject the bicipital tendon?	0
5579	7651	7651	7651	Does any attending have experience with ingestion of glass ornament fragments?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5580	6458	6458	6458	"74-year-old female with memory loss and a negative workup.  ""What's the right dose of Ginko?"	What is the dose of Gingko?	1
5581	2693	2693	2693	What are the current cholesterol (National Cholesterol Education Program) guidelines?  When to start diet?  Drug?	How old is it still safe to give a woman birth control pills?	0
5582	4703	4703	4703	How do you treat resistant head lice?	What is the maximum dose of Dynacirc?	0
5583	2238	2238	2238	What is the postcholecystectomy syndrome?  What are the symptoms?  How are the symptoms different from dumping syndrome?  (Patient with epigastric pain when stomach empty since cholecystectomy; another patient with diarrhea.)	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
5584	4793	4793	4793	What antihypertensives should be used according to what comorbid conditions are present?	How long after giving the digoxin dose before you get a digoxin level?	0
5585	4739	4739	4739	Can steroids cause an elevated blood urea nitrogen (BUN)?	What is the other drug besides Famvir and acyclovir for Herpes Zoster?	0
5586	725	725	725	We usually make a diagnosis of mycoplasma bronchitis by clinical findings.  How good am I at making a diagnosis of mycoplasma with clinical findings and should I use laboratory methods more often?	What's the dose of Compazine suppositories?	0
5587	892	892	892	What is causing his fatigue?  I think it's viral but I'm not sure.  Will get complete blood count (CBC) and Monospot.	What is causing his fatigue?  I think it's viral but not sure.	1
5588	1092	1092	1092	What is causing his chest pain?  Is it cardiac or gastrointestinal?	I haven't treated mastitis in a while. Is there anything new being used?	0
5589	3933	3933	3933	What is the cheapest anticholesterol agent (lipid-lowering agent)?  Is there any reason not to always use it instead of the others?	What is the cheapest lipid-lowering agent?	1
5590	4971	4971	4971	What is the best dressing for a leg ulcer?  Saline? Wet to dry? Acetic acid?	What is the best dressing for a leg ulcer?	1
5591	5034	5034	5034	How do you treat a ruptured Baker's cyst (pseudothrombophlebitis)?	How do you treat a ruptured Baker's cyst?	1
5592	5973	5973	5973	Mother of this child wanted to get a flu shot.  She is breast feeding and wanted to know if it was safe.	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5593	1873	1873	1873	Does Cozaar bother renal function?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	0
5594	1522	1522	1522	This mother and son are both sick, probably with the same bug.  Why is one coughing and the other has a runny nose?	Mother, son probably have same bug. Why is one coughing and the other has a runny nose?	1
5595	6441	6441	6441	59-year-old man with a generalized rash.  No allergies, no virus infection.  What is the best approach?  Oral steroids?  Skin biopsy?  Send to dermatology?	What is the approach to a generalized rash in an adult?	1
5596	661	661	661	Would it be better to put her on a potassium sparing diuretic or just potassium?	Would it be better to put her on a potassium-sparing diuretic or just potassium?	1
5597	1483	1483	1483	How could you distinguish between withdrawal symptoms and recurrence of original symptoms if a patient were taken off lorazepam?	How to distinguish between withdrawal symptoms and original symptoms when stopping lorazepam?	1
5598	4097	4097	4097	What should you do if the colposcopy is inadequate (cannot see squamocolumnar junction)?	What should you do if the colposcopy is inadequate (cannot see squamocolumnar junction)?	1
5599	2605	2605	2605	What is a GI (gastrointestinal) motor meal as opposed to just an upper gastrointestinal series?	What is a GI (gastrointestinal) motor meal as opposed to just an upper gastrointestinal series?	1
5600	2292	2292	2292	Is the bleeding (spotting) that occurs at the time of ovulation described anywhere?	Is the vaginal bleeding (spotting) at the time of ovulation described anywhere?	1
5601	4344	4344	4344	Which is better to diagnose lumbar spinal stenosis or disc disease, computerized tomography (CT) or magnetic resonance imaging (MRI)?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
5602	195	195	195	Would Vitamin B12 help this patient feel better (on chemotherapy for breast cancer)?	Let's give these immunizations.  That's right isn't it?	0
5603	7707	7707	7707	Should I try and transfuse this baby?	Should I try and transfuse this baby?	1
5604	8460	8460	8460	Are there studies about the treatment of migraine headaches in children?	I wonder if this patient could have a rotator cuff thing?	0
5605	95	95	95	What is the cause of this woman's long term head shaking (tremor)?	What is the cause of this woman's long term head shaking (tremor)?	0
5606	4731	4731	4731	How many weeks gestation does someone need to be before you would not try to stop preterm labor?	How should I treat polymenorrhea in a 14-year-old girl?	0
5607	104	104	104	A diabetic on insulin.  Will these new medications (Glucophage, acarbose) allow me to get off insulin?  Physician did not know answer.	Let's give these immunizations.  That's right isn't it?	0
5608	7668	7668	7668	Can RespiGam cause a fever?	Can RespiGam cause a fever?	1
5609	7694	7694	7694	What are the perils of scuba diving?	What are the perils of scuba diving?	1
5610	8453	8453	8453	What is the dose of erythromycin?	What is the dose of erythromycin?	1
5611	4895	4895	4895	Is the meningococcal vaccine recommended for college students?	Is the meningococcal vaccine recommended for college students?	1
5612	6568	6568	6568	72-year-old female.  How do you figure out restrictive lung disease in a patient with a normal chest x-ray?  What's the workup?	What is the workup for restrictive lung disease?	1
5613	7097	7097	7097	Atypical presentations of sciatica.  Patient has sciatic pain.  Better when sitting (physician smiled indicating this was atypical).  Better with lying down, which makes sense.  I don't know what that is.	I wonder if this patient could have a rotator cuff thing?	0
5614	1516	1516	1516	What are the appropriate immunizations for these 7-month-old twins?	What are the appropriate immunizations for these 7-month-old twins?	1
5615	4306	4306	4306	How do you go about getting or prescribing an enuresis alarm?	How do you prescribe an enuresis alarm?	1
5616	5431	5431	5431	How soon following an acute deep-vein thrombosis (DVT) should the patient use a compression stocking?	How soon following an acute deep-vein thrombosis should the patient use a compression stocking?	1
5617	3448	3448	3448	How do you treat intrapartum suspected chorioamnionitis (fever in labor)?	How do you treat intrapartum suspected chorioamnionitis (fever in labor)?	1
5618	4366	4366	4366	What is the best way to dose gentamicin?	What is the best way to dose gentamicin?	1
5619	6277	6277	6277	"There is a company doing very well here that sells screening ultrasound for carotid artery stenosis, abdominal aortic aneurysm, and ankle-brachial reflexes, all three for one hundred dollars, or you can get just one for thirty-five dollars.  I've sent a few people.  My partners say, ""What are you doing that for?""  They have no symptoms.  But sometimes they find things even without symptoms.  So I don't know . . . ."	How should I treat polymenorrhea in a 14-year-old girl?	0
5620	5093	5093	5093	Should we be using Selsun shampoo or Nizoral (ketoconazole) shampoo as first line therapy for seborrhea (seborrheic dermatitis) of the scalp?  Which is the drug of choice?	Let's give these immunizations.  That's right isn't it?	0
5621	4340	4340	4340	What would cause a patient's index finger to gradually start twisting counterclockwise?	What would cause an index finger to gradually twist counterclockwise?	1
5622	5413	5413	5413	Do koilocytes on Papanicolaou smear or endocervical curettage (ECC) or colposcopy biopsy always come from human papilloma virus (HPV)?	Do koilocytes always come from human papilloma virus?	1
5623	7283	7283	7283	"I have 2 kids with migraine, age 10 and 14.  ""What is a specific treatment for migraine in pediatrics?"""	What is the treatment for migraine in children?	1
5624	8546	8546	8546	Can you get rabies from a woodchuck?	How should I treat polymenorrhea in a 14-year-old girl?	0
5625	4403	4403	4403	What would cause recurrent episodes of scalp pain in a 37-year-old woman?	What would cause recurrent episodes of scalp pain in a 37-year-old woman?	1
5626	2375	2375	2375	How do you workup microscopic hematuria in an adult?	Nurse asked doctor about dose of Valtrex when noting visit on chart. He looked it up.	0
5627	7510	7510	7510	Lady in her 70's with an ileostomy noted increased ileostomy output and wondered if she could have a fistula and if it was urine.  The question was why her ileostomy output was increased.  Was this just diarrhea or something else and then how to find out if it was a fistula.	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	0
5628	2282	2282	2282	Is there any association between thyroid function and urticaria?  A patient's urticaria got better when she was hypothyroid and worse when given replacement therapy.	What is in Ortho Novum 1/35?	0
5629	3676	3676	3676	Can human immunodeficiency virus cause adrenal insufficiency?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	0
5630	5942	5942	5942	"This is a 7-month-old girl who was bitten on the face and hand by an 18-month-old at the same day care center.  ""What do you do about the day care situation where this happened?  How do you prevent it?"""	How do you prevent biting behavior?	1
5631	4055	4055	4055	After how many urinary tract infections in a child should you do a workup for anatomic defects in the urinary tract and what should the workup be? (recurrent urinary tract infection)	Is upset stomach a side effect of Glucotrol? Hadn't seen that before.	0
5632	7825	7825	7825	How do I do a vecuronium drip?	How do I do a vecuronium drip?	1
5633	1643	1643	1643	She is on the pill and has not had menses.  She is 3 days into this pack.  She wants Depo-Provera.  When can you start Depo-Provera?  The rule is to give Depo-Provera within 5 days of the period and she is not technically within 5 days of her period onset.	Patient wants Depo-Provera. When can you start Depo-Provera?	1
5634	608	608	608	Patient going to Viet Nam.  What immunizations are needed?	Patient going to Viet Nam.  What immunizations are needed?	1
5635	2581	2581	2581	If someone has premature rupture of membranes at 2:00 AM or 3:00 AM and no labor, is it okay for them to stay at home and come in later that morning or should they come in right away to be checked?	If someone has premature rupture of membranes at 2:00 AM and no labor, is it okay for them to stay at home and come in later that morning?	1
5636	3949	3949	3949	How do you analyze paired count data?	How do you analyze paired count data?	1
5637	5409	5409	5409	Does Fiorinal make the birth control pill (oral contraceptive) less likely to work?	Does Fiorinal make the birth control pill less likely to work?	1
5638	7725	7725	7725	What dose of ranitidine should this patient receive?	Let's give these immunizations.  That's right isn't it?	0
5639	2622	2622	2622	Is it necessary to do a bone marrow in someone with monoclonal gammopathy to rule out multiple myeloma?  How often should serum protein electrophoresis be done in someone with monoclonal gammopathy of undetermined significance?	Is 25-milligram estradiol valerate every month adequate for osteoporosis and cardiovascular disease?	0
5640	4476	4476	4476	What does it mean to say something is growing or declining at an exponential rate?  (Medical student's learning issue:  there is an exponential decline in lung function of 2 - 3% per year.)	What does it mean to say something is growing or declining at an exponential rate?	1
5641	7518	7518	7518	"This guy is getting dental work and has a canker sore (aphthous ulcer).  There's a cream for canker sores, Kenalog in Orabase.  ""How often do you use it?"""	Let's give these immunizations.  That's right isn't it?	0
5642	6151	6151	6151	Systolic hypertension in the elderly.  Stop at two medications?  Stop at three medications?  Always an issue.	How do you remove the memory from the Glucotrol Elite Glucometer?	0
5643	1740	1740	1740	What percentage of kids get fevers with teething and do the medical books agree with the mothers?	What percentage of kids get fevers with teething?	1
5644	8574	8574	8574	Is cow's milk a risk for mad cow disease? (moving to Lebanon)	Is cow's milk a risk for mad cow disease?	1
5645	592	592	592	Phone call with patient.  She was on Procardia and blood pressure still elevated so he added Vasotec and blood pressure went higher.  Question is why did blood pressure go up with addition of Vasotec?	Why did the blood pressure go up with addition of Vasotec? (Was already on Procardia.)	1
5646	2768	2768	2768	Who should be screened for hypomagnesemia?  What are the indications for ordering a serum magnesium?	Who should be screened for hypomagnesemia?	1
5647	3944	3944	3944	How do you work up someone with hyponatremia?	What is the dose of Prevacid and how do you spell it?	0
5648	8578	8578	8578	What are symptoms of brown recluse and black widow spider bites versus stings from other bugs?	What are symptoms of brown recluse and black widow spider bites?	1
5649	6602	6602	6602	A family came in with a 5 or 6-year-old boy who had autistic features.  They wanted to know if it was related to immunizations, especially the measles-mumps-rubella vaccine.	Let's give these immunizations.  That's right isn't it?	0
5650	4246	4246	4246	What are Lewy bodies?	What are Lewy bodies?	1
5651	1904	1904	1904	Anxious patient.  How much of her symptoms are organic and how much anxiety?	How should I treat polymenorrhea in a 14-year-old girl?	0
5652	4623	4623	4623	What is the reference to that article about whether histamine-2 (H2) blockers help prevent stress ulcers in intensive-care-unit (ICU) patients on respirators and what did it say?	What is that article about histamine-2 (H2) blockers for prevention of stress ulcers in intensive-care-units?	1
5653	3415	3415	3415	Does having had a cone biopsy in the past affect the length of labor?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	0
5654	2971	2971	2971	What are the names of the three bones that are supposed to line up on the lateral wrist film?	What size pills does digoxin come in?	0
5655	7901	7901	7901	How do I manage this genetic syndrome?	Let's give these immunizations.  That's right isn't it?	0
5656	8159	8159	8159	What are the side effects of the measles-mumps-rubella (MMR) vaccine?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5657	4234	4234	4234	Is Ticlid better than aspirin for stroke and transient ischemic attack (TIA) prevention?	How should I treat polymenorrhea in a 14-year-old girl?	0
5658	2500	2500	2500	Can Vitamin E be used as prophylaxis against coronary disease?  Is 400 International Units of Vitamin E per day too much?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
5659	7211	7211	7211	"14-year-old boy.  Ketaconazole for tinea capitis.  I (investigator) asked if the question was the dose.  He said, ""Dose and duration of therapy."""	What is the dose of ketaconazole?	1
5660	2058	2058	2058	What are the causes of and how do you work up a 50-year-old man (or 43-year-old woman) with chronic generalized lymphadenopathy?	What is the incubation period of influenza A?	0
5661	3007	3007	3007	What is considered normal for systolic blood pressure in the elderly in view of recent findings of benefit in treating systolic hypertension?	What size package does Compazine come in?	0
5662	3575	3575	3575	Should we use captopril in diabetic patients even if they have no microalbuminuria to prevent diabetic nephropathy?	Should we use captopril in diabetic patients even if they have no microalbuminuria?	1
5663	850	850	850	Earlier had been seen for vaginal bleeding.  Ultrasound now shows 14-week viable fetus with adjacent blood clot the size of the fetus.  Hemoglobin 10 so probably had a significant bleed.  What is the most appropriate way to treat a pregnancy with a viable fetus?	What is the best way to treat pregnancy with a viable fetus and adjacent blood clot?	1
5664	2163	2163	2163	What is the new test to diagnose Legionnaires disease?	What is the new test to diagnose Legionnaires disease?	1
5665	399	399	399	80-year-old female.  Why is she losing weight?  Has well-controlled congestive heart failure.  Patient says she isn't eating well and dentures don't fit well.  Dr. X ordered thyroid stimulating hormone -- says he does it routinely.  Dental appointment.	I wonder if this patient could have a rotator cuff thing?	0
5666	4451	4451	4451	How does the mnemonic Kentucky and Tennessee work with S3 and S4 gallops?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
5667	4596	4596	4596	Which is better for circumcision anesthesia, dorsal penile block or ring block?	Let's give these immunizations.  That's right isn't it?	0
5668	4017	4017	4017	What is perichondritis and relapsing perichondritis of the ear?	What is perichondritis of the ear?	1
5669	1247	1247	1247	What is the best treatment for poison ivy?	How do you inject the bicipital tendon?	0
5670	8432	8432	8432	How do you work up pseudocholinesterase deficiency?	How do you work up pseudocholinesterase deficiency?	1
5671	731	731	731	What are the best exercises for rotator cuff?	Let's give these immunizations.  That's right isn't it?	0
5672	4635	4635	4635	Does Prozac cause cancer?	Does Prozac cause cancer?	1
5673	5748	5748	5748	One-year-old with previous Salmonella enteritis, now asymptomatic but followup stool culture positive for Salmonella.  Should she be treated?  	Should this I treat this asymptomatic child with a positive stool culture for salmonella?	1
5674	293	293	293	The podiatrist doesn't know what he's got on his foot either.  It's either a wart or a corn.  It's a hyperkeratotic lesion with scaling and desquamation around it.	Podiatrist doesn't know either. It's either a wart or a corn.	1
5675	2525	2525	2525	What tests should be ordered in someone with elevated transaminases to see if they have hepatitis?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	0
5676	7089	7089	7089	"""I should look this up but . . . .  I have a lady with terrible trigeminal, first division pain.  I'm going to start Famvir, thinking that it's zoster.  My question is, should we also give steroids?"	Let's give these immunizations.  That's right isn't it?	0
5677	6774	6774	6774	Is there a new pill for stopping smoking besides Zyban?	Is there a new pill for smoking cessation?	1
5678	410	410	410	Does theophylline cause fatigue?	Does theophylline cause fatigue?	1
5679	2929	2929	2929	What is terbinafine (Lamisil) and what does the Medical Letter say about it?	What is terbinafine?	1
5680	5907	5907	5907	Child with hyperactivity.  A famous thing they put in books:  Make sure you exclude other causes of hyperactivity.  But no one tells you how to do that.  Well, what exactly do you do?  It's quite maddening.	Why is this otherwise healthy 28-year-old woman short of breath?	0
5681	7240	7240	7240	"Our clinic just instituted computer-assisted detection (CAD) for mammography.  ""Any better?""  ""Increased false positives?"""	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5682	6992	6992	6992	Five-year-old boy with a distal radius fracture (buckle fracture).  Should I use a long arm cast or short arm?	Probably a normal 18 month old but how many respiratory infections are normal?	0
5683	8033	8033	8033	What antibiotic prophylaxis should be used on this patient with cardiac asplenia syndrome?	What is the cause and treatment of this old man's stomatitis?	0
5684	1504	1504	1504	Are there studies to show that the recommended weight gains for pregnant women are truly beneficial?  He was referring to a patient whose starting weight was about 280 pounds.	In this patient with transient ischemic attacks and no murmur, should I do an echocardiogram anyway?	0
5685	2916	2916	2916	What should you do if the umbilical cord fails to separate after 4 weeks?	What should you do if the umbilical cord fails to separate after 4 weeks?	1
5686	79	79	79	Are there better materials on natural family planning than what I have?	Are there better patient education materials on natural family planning than what I have?	1
5687	1637	1637	1637	Are there any interactions between Claritin and Midrin or between Zyrtec and Midrin?	Interactions between Claritin and Midrin or between Zyrtec and Midrin?	1
5688	8308	8308	8308	What is Noonan syndrome?	What is Noonan syndrome?	1
5689	5115	5115	5115	How big does a pneumothorax have to be before you have to insert a chest tube?  If you decide to treat expectantly, how fast does it resolve?	How big does a pneumothorax have to be before you insert a chest tube?	1
5690	4825	4825	4825	What are the indications for estrogen cream versus testosterone cream versus steroid creams for vulvar skin diseases and what is the classification of vulvar disease?	What is the cause and treatment of this old man's stomatitis?	0
5691	3843	3843	3843	Of all the immunizations we give, which are living and which are dead?	How do you use Redux?  What are the indications?	0
5692	2860	2860	2860	What antihypertensives are safe while breast feeding?	What antihypertensives are safe while breast feeding?	1
5693	4233	4233	4233	Is Ticlid better than aspirin for stroke and transient ischemic attack (TIA) prevention?	Is Ticlid better than aspirin for stroke and transient ischemic attack prevention?	1
5694	7923	7923	7923	What is the duration of breast feeding?	What is the duration of breast feeding?	1
5695	7439	7439	7439	"Twelve-year-old boy with proximal humerus fracture.  I (investigator) asked if the question was, ""What's the treatment for this?""  He said yes.  ""I was pretty sure he didn't need surgery.  I just wondered if he needed anything more than a sling."""	What is the treatment for an impacted fracture of the proximal humerus?	1
5696	5839	5839	5839	A former 28-week-premature baby is now 15 months old and got Synagis last year.  The question is whether he should get it again this year.	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5697	5710	5710	5710	"Woman in her 20's with a mole on her arm, scared of needles.  I'm looking up EMLA (Eutectic Mixture of Local Anesthetics).  I (investigator) asked her, ""What is the question?  The dose or . . . ""  She answered, ""The dose and how long to apply it before giving the xylocaine injection.""  "	How should I treat polymenorrhea in a 14-year-old girl?	0
5698	7258	7258	7258	"16-year-old girl with primary pulmonary hypertension.  ""If she gets wheezing, can I give albuterol?  What does albuterol do to pulmonary artery pressure?"""	In a patient with primary pulmonary hypertension, can you use an albuterol inhaler?	1
5699	3547	3547	3547	Should moderate elevations (200 - 1000) in triglycerides be treated with drugs or diet?  When and how should you treat isolated hypertriglyceridemia or high lipids but mainly hypertriglyceridemia?	Should moderate elevations (200 - 1000) in triglycerides be treated with drugs or diet?	1
5700	7573	7573	7573	Nine-month-old girl with lipomeningomyelocele, not classic meningomyelocele.  The question that arose was how soon will she retether her cord.	How should I treat polymenorrhea in a 14-year-old girl?	0
5701	3885	3885	3885	How do you use the 24-hour urine creatinine excretion to tell if you have had an adequate collection of urine?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
5702	5803	5803	5803	"4-year-old girl with an ear infection last week, treated with Augmentin.  Doctor X saw her yesterday and noted marked tenderness of the mastoid.  He (study physician) started looking in the index of a reference and I (investigator) asked him what the question was.  He said, ""What imaging study would be indicated?"""	Could Procardia or Mevacor cause tinnitus?	0
5703	5208	5208	5208	"How often should you check liver function tests in patients on the ""glitazones"" like rosiglitazone (Avandia)?"	Did pre-cataract physical exam. Which cranial nerve number is the ophthalmic nerve?	0
5704	1001	1001	1001	Repeat Papanicolaou smear for past cervical inflammation.  Question:  If Papanicolaou smear comes back a second time with inflammation, should you do a colposcopy?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
5705	5462	5462	5462	What are the causes of rhabdomyolysis?	What are the causes of rhabdomyolysis?	1
5706	7765	7765	7765	What do we monitor in respiratory-syncytial-virus patients?	What do we monitor in respiratory-syncytial-virus patients?	1
5707	7545	7545	7545	"79-year-old woman with irritation in the vaginal area, probably atrophic vaginitis.  I tried an estrogen pessary and cream but they were no help.  The question was ""what other approaches can we take?"""	How old should a child be before they can switch from whole milk to 2% milk?	0
5708	6257	6257	6257	36-year-old woman.  The thyroid stimulating hormone is low but the free thyroxine is normal.  What does it mean?	What would cause a low thyroid stimulating hormone with a normal free thyroxine?	1
5709	4459	4459	4459	What are some nonestrogen treatments for hot flushes in menopause?	What are New York Heart Association classes I - IV? Where to find explanation?	0
5710	6735	6735	6735	What is the proper role of magnetic resonance imaging in the evaluation of low back pain if there are no obvious neurologic deficits?	What is the dose of Sporanox?	0
5711	2428	2428	2428	Can herpes zoster involve both sides of the head?  Can a few other scattered lesions on the trunk occur normally?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	0
5712	1238	1238	1238	Why is this patient still having discomfort in multiple areas?  History of motor vehicle accident a couple of months ago, has seen orthopedist, and tests have been negative.  I discovered a bone scan has not been done.	Why is this patient still having discomfort in multiple areas following a motor vehicle accident?	1
5713	1385	1385	1385	How old do you have to be before you don't need to aggressively workup hypertension (240-260/90)?  This patient is 88.	How old do you have to be before you don't need to aggressively workup hypertension?	1
5714	4200	4200	4200	What are the manifestations of polyarteritis nodosa and Wegener's granulomatosis and how do you tell them apart?  (This patient had pleural and pericardial effusions and peripheral neuropathy secondary to vasculitis.)	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5715	5586	5586	5586	How do you make the diagnosis of lichen planus if you suspect it?	How do you make the diagnosis of lichen planus?	1
5716	8221	8221	8221	Preliminary amniocentesis back. Not normal. What does genotype mean?	What does genotype mean?	1
5717	1293	1293	1293	What is causing his abdominal pain and dark stools?  Is it gastritis or a tiny ulcer resulting from his ibuprofen?  He's feeling better now and has a stable hematocrit.	What is the maximum dose of Vasotec?	0
5718	2608	2608	2608	What are normal peak expiratory flow rates in children?	How should I treat polymenorrhea in a 14-year-old girl?	0
5719	3186	3186	3186	Are there any good review articles on the elbow fat pad sign?	At what ages should you do a Denver Developmental Screening Test?	0
5720	4972	4972	4972	What is the best dressing for a leg ulcer?  Saline? Wet to dry? Acetic acid?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5721	96	96	96	What do you do with a lead level of 10 in an 11 month old which is borderline high?  What is the management besides getting them out of the spot?	What do you do with a lead level of 10 in an 11 month old?	1
5722	587	587	587	Woman in her 90's. Is there a mass in her cecum?  At her age, if there is a mass, should she undergo a major surgery?  She has had RLQ pain for about a year that she hasn't mentioned before.  She refuses barium enema.	Let's give these immunizations.  That's right isn't it?	0
5723	1032	1032	1032	You were going to do a rectal exam because of his high prostate specific antigen but would you do anything at age 78?	I was going to do a rectal exam because of high prostate specific antigen but would you do anything at age 78?	1
5724	1270	1270	1270	What is causing her ankle pain?  No history of injury.  X-rays negative.	What is causing her ankle pain?  No history of injury.  X-rays negative.	1
5725	6483	6483	6483	29-year-old man.  Can Paxil cause weight gain or alopecia?	Can Paxil cause weight gain?	1
5726	4712	4712	4712	Should aspirin be given prophylactically in someone with pregnancy-induced hypertension (PIH) or a history of pregnancy-induced hypertension (PIH) to prevent preeclampsia?	Should aspirin be given prophylactically in someone with pregnancy-induced hypertension or a history of pregnancy-induced hypertension?	1
5727	3338	3338	3338	How should we be treating diabetes now that the Diabetes Control and Complications Trial is finished?	How should we treat diabetes now that the Diabetes Control and Complications Trial is finished?	1
5728	4799	4799	4799	What would cause longitudinal ridging of the fingernails?	What would cause longitudinal ridging of the fingernails?	1
5729	5195	5195	5195	What would make the serum amylase very high (1300) but with a normal serum lipase?	How should I treat polymenorrhea in a 14-year-old girl?	0
